 [2022-10-01 22:56:38,735] Register - Step 01: Navigate to Register page
 [2022-10-04 15:45:59,718] Pre-Condition - Step 09: Vefiry Register success message is displayed
 [2022-10-04 15:45:59,813]  -------------------------- PASSED -------------------------- 
 [2022-10-04 15:45:59,814] Pre-Condition - Step 10: Click to MyAccount link
 [2022-10-04 15:46:00,553] CustomerInfo - Step 01: Open Customer Info page
 [2022-10-04 15:46:01,060] CustomerInfo - Step 02: Update Gender Checkbox with value: Male
 [2022-10-04 15:46:01,242] CustomerInfo - Step 03: Update first name textbox with value: Autotmation
 [2022-10-04 15:46:01,454] CustomerInfo - Step 04: Update last name textbox with value: FC
 [2022-10-04 15:46:01,655] CustomerInfo - Step 05: Update date of birth dropdown with value: 1/January/1999
 [2022-10-04 15:46:02,208] CustomerInfo - Step 06: Update email textbox with value: automationfc.vn@gmail.com
 [2022-10-04 15:46:02,443] CustomerInfo - Step 07: Update company textbox with value: Automation FC
 [2022-10-04 15:46:02,676] CustomerInfo - Step 08: Click to Save button
 [2022-10-04 15:46:03,542] CustomerInfo - Step 09: Verify gender checkbox is correctly displayed
 [2022-10-04 15:46:03,627]  -------------------------- PASSED -------------------------- 
 [2022-10-04 15:46:03,627] CustomerInfo - Step 10: Verify first name textbox is correctly displayed
 [2022-10-04 15:46:03,704]  -------------------------- PASSED -------------------------- 
 [2022-10-04 15:46:03,704] CustomerInfo - Step 11: Verify last name textbox is correctly displayed
 [2022-10-04 15:46:03,765]  -------------------------- PASSED -------------------------- 
 [2022-10-04 15:46:03,765] CustomerInfo - Step 12: Verify date of birth dropdown is correctly displayed
 [2022-10-04 15:46:03,905]  -------------------------- PASSED -------------------------- 
 [2022-10-04 15:46:04,043]  -------------------------- PASSED -------------------------- 
 [2022-10-04 15:46:05,173]  -------------------------- PASSED -------------------------- 
 [2022-10-04 15:46:05,173] CustomerInfo - Step 13: Verify email textbox is correctly displayed
 [2022-10-04 15:46:05,235]  -------------------------- PASSED -------------------------- 
 [2022-10-04 15:46:05,235] CustomerInfo - Step 14: Verify company name textbox is correctly displayed
 [2022-10-04 15:46:05,298]  -------------------------- FAILED -------------------------- 
 [2022-10-04 15:46:05,299] CustomerInfo - Step 15: Click to MyAccount link
 [2022-10-04 15:46:06,080] OS name = windows 10
 [2022-10-04 15:46:06,080] Driver instance name = chromedriver: chrome on windows (54dae060ed5667c67c50e9571f29f64c)
 [2022-10-04 15:48:50,108] Pre-Condition - Step 01: Open browse and navigate to Homepage
 [2022-10-04 15:48:55,819] Pre-Condition - Step 02: Navigate to Register page
 [2022-10-04 15:48:56,929] Pre-Condition - Step 03: Input to Firstname textbox with value: Automation
 [2022-10-04 15:48:57,142] Pre-Condition - Step 04: Input to Lastname textbox with value: FC
 [2022-10-04 15:48:57,325] Pre-Condition - Step 05: Input to Email textbox with value: automation7977@gmail.com
 [2022-10-04 15:48:57,551] Pre-Condition - Step 06: Input to Password textbox with value: 123456
 [2022-10-04 15:48:57,738] Pre-Condition - Step 07: Input to Confirm Password textbox with value: 123456
 [2022-10-04 15:48:57,943] Pre-Condition - Step 08: Click to Register button
 [2022-10-04 15:48:59,008] Pre-Condition - Step 09: Vefiry Register success message is displayed
 [2022-10-04 15:48:59,098]  -------------------------- PASSED -------------------------- 
 [2022-10-04 15:48:59,098] Pre-Condition - Step 10: Click to MyAccount link
 [2022-10-04 15:48:59,947] CustomerInfo - Step 01: Open Customer Info page
 [2022-10-04 15:49:00,582] CustomerInfo - Step 02: Update Gender Checkbox with value: Male
 [2022-10-04 15:49:00,751] CustomerInfo - Step 03: Update first name textbox with value: Autotmation
 [2022-10-04 15:49:00,962] CustomerInfo - Step 04: Update last name textbox with value: FC
 [2022-10-04 15:49:01,155] CustomerInfo - Step 05: Update date of birth dropdown with value: 1/January/1999
 [2022-10-04 15:49:01,702] CustomerInfo - Step 06: Update email textbox with value: automationfc.vn@gmail.com
 [2022-10-04 15:49:01,923] CustomerInfo - Step 07: Update company textbox with value: Automation FC
 [2022-10-04 15:49:02,134] CustomerInfo - Step 08: Click to Save button
 [2022-10-04 15:49:02,661] CustomerInfo - Step 09: Verify gender checkbox is correctly displayed
 [2022-10-04 15:49:02,734]  -------------------------- PASSED -------------------------- 
 [2022-10-04 15:49:02,734] CustomerInfo - Step 10: Verify first name textbox is correctly displayed
 [2022-10-04 15:49:04,857]  -------------------------- PASSED -------------------------- 
 [2022-10-04 15:49:04,857] CustomerInfo - Step 11: Verify last name textbox is correctly displayed
 [2022-10-04 15:49:06,952]  -------------------------- PASSED -------------------------- 
 [2022-10-04 15:49:06,953] CustomerInfo - Step 12: Verify date of birth dropdown is correctly displayed
 [2022-10-04 15:49:07,083]  -------------------------- PASSED -------------------------- 
 [2022-10-04 15:49:07,214]  -------------------------- PASSED -------------------------- 
 [2022-10-04 15:49:08,354]  -------------------------- PASSED -------------------------- 
 [2022-10-04 15:49:08,354] CustomerInfo - Step 13: Verify email textbox is correctly displayed
 [2022-10-04 15:49:10,443]  -------------------------- PASSED -------------------------- 
 [2022-10-04 15:49:10,443] CustomerInfo - Step 14: Verify company name textbox is correctly displayed
 [2022-10-04 15:49:12,521]  -------------------------- FAILED -------------------------- 
 [2022-10-04 15:49:12,522] CustomerInfo - Step 15: Click to MyAccount link
 [2022-10-04 15:49:13,240] OS name = windows 10
 [2022-10-04 15:49:13,240] Driver instance name = chromedriver: chrome on windows (319482e4571cb6959d30f164cc4abbfa)
 [2022-10-04 15:50:19,284] Pre-Condition - Step 01: Open browse and navigate to Homepage
 [2022-10-04 15:50:25,231] Pre-Condition - Step 02: Navigate to Register page
 [2022-10-04 15:50:25,911] Pre-Condition - Step 03: Input to Firstname textbox with value: Automation
 [2022-10-04 15:50:26,140] Pre-Condition - Step 04: Input to Lastname textbox with value: FC
 [2022-10-04 15:50:26,326] Pre-Condition - Step 05: Input to Email textbox with value: automation707@gmail.com
 [2022-10-04 15:50:26,543] Pre-Condition - Step 06: Input to Password textbox with value: 123456
 [2022-10-04 15:50:26,735] Pre-Condition - Step 07: Input to Confirm Password textbox with value: 123456
 [2022-10-04 15:50:26,923] Pre-Condition - Step 08: Click to Register button
 [2022-10-04 15:50:28,725] Pre-Condition - Step 09: Vefiry Register success message is displayed
 [2022-10-04 15:50:28,803]  -------------------------- PASSED -------------------------- 
 [2022-10-04 15:50:28,803] Pre-Condition - Step 10: Click to MyAccount link
 [2022-10-04 15:50:29,566] CustomerInfo - Step 01: Open Customer Info page
 [2022-10-04 15:50:30,384] CustomerInfo - Step 02: Update Gender Checkbox with value: Male
 [2022-10-04 15:50:30,527] CustomerInfo - Step 03: Update first name textbox with value: Autotmation
 [2022-10-04 15:50:30,744] CustomerInfo - Step 04: Update last name textbox with value: FC
 [2022-10-04 15:50:30,958] CustomerInfo - Step 05: Update date of birth dropdown with value: 1/January/1999
 [2022-10-04 15:50:31,517] CustomerInfo - Step 06: Update email textbox with value: automationfc2443.vn@gmail.com
 [2022-10-04 15:50:31,758] CustomerInfo - Step 07: Update company textbox with value: Automation FC
 [2022-10-04 15:50:31,975] CustomerInfo - Step 08: Click to Save button
 [2022-10-04 15:50:32,782] CustomerInfo - Step 09: Verify gender checkbox is correctly displayed
 [2022-10-04 15:50:32,847]  -------------------------- PASSED -------------------------- 
 [2022-10-04 15:50:32,847] CustomerInfo - Step 10: Verify first name textbox is correctly displayed
 [2022-10-04 15:50:34,940]  -------------------------- PASSED -------------------------- 
 [2022-10-04 15:50:34,940] CustomerInfo - Step 11: Verify last name textbox is correctly displayed
 [2022-10-04 15:50:37,019]  -------------------------- PASSED -------------------------- 
 [2022-10-04 15:50:37,019] CustomerInfo - Step 12: Verify date of birth dropdown is correctly displayed
 [2022-10-04 15:50:37,169]  -------------------------- PASSED -------------------------- 
 [2022-10-04 15:50:37,335]  -------------------------- PASSED -------------------------- 
 [2022-10-04 15:50:38,498]  -------------------------- PASSED -------------------------- 
 [2022-10-04 15:50:38,498] CustomerInfo - Step 13: Verify email textbox is correctly displayed
 [2022-10-04 15:50:40,578]  -------------------------- PASSED -------------------------- 
 [2022-10-04 15:50:40,578] CustomerInfo - Step 14: Verify company name textbox is correctly displayed
 [2022-10-04 15:50:42,705]  -------------------------- PASSED -------------------------- 
 [2022-10-04 15:50:42,705] CustomerInfo - Step 15: Click to MyAccount link
 [2022-10-04 15:50:43,399] OS name = windows 10
 [2022-10-04 15:50:43,400] Driver instance name = chromedriver: chrome on windows (a95d9f8318924ee323a666d49bde0928)
 [2022-10-04 16:18:50,985] Pre-Condition - Step 01: Open browse and navigate to Homepage
 [2022-10-04 16:18:57,739] Pre-Condition - Step 02: Navigate to Register page
 [2022-10-04 16:18:58,458] Pre-Condition - Step 03: Input to Firstname textbox with value: Automation
 [2022-10-04 16:18:58,665] Pre-Condition - Step 04: Input to Lastname textbox with value: FC
 [2022-10-04 16:18:58,851] Pre-Condition - Step 05: Input to Email textbox with value: automation2881@gmail.com
 [2022-10-04 16:18:59,080] Pre-Condition - Step 06: Input to Password textbox with value: 123456
 [2022-10-04 16:18:59,271] Pre-Condition - Step 07: Input to Confirm Password textbox with value: 123456
 [2022-10-04 16:18:59,466] Pre-Condition - Step 08: Click to Register button
 [2022-10-04 16:19:01,231] Pre-Condition - Step 09: Vefiry Register success message is displayed
 [2022-10-04 16:19:01,309]  -------------------------- PASSED -------------------------- 
 [2022-10-04 16:19:01,309] Pre-Condition - Step 10: Click to MyAccount link
 [2022-10-04 16:19:01,986] Addresses - Step 01: Open Addresses page
 [2022-10-04 16:19:02,606] Addresses - Step 02: Click to 'ADD NEW' button
 [2022-10-04 16:19:03,262] Addresses - Step 03: Input to Firstname textbox with value: Autotmation
 [2022-10-04 16:19:03,470] Addresses - Step 04: Input to Lastname textbox with value: FC
 [2022-10-04 16:19:03,670] Addresses - Step 05: Input to Email textbox with value: automationfc55.vn@gmail.com
 [2022-10-04 16:19:03,911] Addresses - Step 06: Input to Company textbox with value: Automation FC
 [2022-10-04 16:19:04,110] Addresses - Step 07: Select Country dropdown with value: 
 [2022-10-04 16:19:34,664] OS name = windows 10
 [2022-10-04 16:19:34,665] Driver instance name = chromedriver: chrome on windows (b159ef2b1298a29a6c4d038258a639de)
 [2022-10-04 16:22:50,616] Pre-Condition - Step 01: Open browse and navigate to Homepage
 [2022-10-04 16:22:57,323] Pre-Condition - Step 02: Navigate to Register page
 [2022-10-04 16:22:58,004] Pre-Condition - Step 03: Input to Firstname textbox with value: Automation
 [2022-10-04 16:22:58,211] Pre-Condition - Step 04: Input to Lastname textbox with value: FC
 [2022-10-04 16:22:58,405] Pre-Condition - Step 05: Input to Email textbox with value: automation4307@gmail.com
 [2022-10-04 16:22:58,631] Pre-Condition - Step 06: Input to Password textbox with value: 123456
 [2022-10-04 16:22:58,817] Pre-Condition - Step 07: Input to Confirm Password textbox with value: 123456
 [2022-10-04 16:22:59,009] Pre-Condition - Step 08: Click to Register button
 [2022-10-04 16:23:00,689] Pre-Condition - Step 09: Vefiry Register success message is displayed
 [2022-10-04 16:23:00,786]  -------------------------- PASSED -------------------------- 
 [2022-10-04 16:23:00,786] Pre-Condition - Step 10: Click to MyAccount link
 [2022-10-04 16:23:01,470] Addresses - Step 01: Open Addresses page
 [2022-10-04 16:23:01,997] Addresses - Step 02: Click to 'ADD NEW' button
 [2022-10-04 16:23:03,010] Addresses - Step 03: Input to Firstname textbox with value: Autotmation
 [2022-10-04 16:23:03,209] Addresses - Step 04: Input to Lastname textbox with value: FC
 [2022-10-04 16:23:03,412] Addresses - Step 05: Input to Email textbox with value: automationfc7514.vn@gmail.com
 [2022-10-04 16:23:03,634] Addresses - Step 06: Input to Company textbox with value: Automation FC
 [2022-10-04 16:23:03,834] Addresses - Step 07: Select Country dropdown with value: Viet Nam
 [2022-10-04 16:23:04,038] Addresses - Step 08: Select State/province dropdown with value: Other
 [2022-10-04 16:23:04,327] Addresses - Step 09: Input to City textbox with value: Da Nang
 [2022-10-04 16:23:04,554] Addresses - Step 10: Input to Address 1 textbox with value: 123/04 Le Lai
 [2022-10-04 16:23:04,754] Addresses - Step 11: Input to Address 2 textbox with value: 234/05 Hai Phong
 [2022-10-04 16:23:04,967] Addresses - Step 12: Input to Zip/postal code textbox with value: 550000
 [2022-10-04 16:23:05,164] Addresses - Step 13: Input to Phone number textbox with value: 0123456789
 [2022-10-04 16:23:05,359] Addresses - Step 14: Input to Fax number textbox with value: 0987654321
 [2022-10-04 16:23:05,559] Addresses - Step 15: Click to SAVE button
 [2022-10-04 16:23:06,410] Addresses - Step 16: Verify fullname is correctly displayed
 [2022-10-04 16:23:06,486]  -------------------------- PASSED -------------------------- 
 [2022-10-04 16:23:06,486] Addresses - Step 17: Verify email is correctly displayed
 [2022-10-04 16:23:06,567]  -------------------------- FAILED -------------------------- 
 [2022-10-04 16:23:06,568] Addresses - Step 18: Verify Company is correctly displayed
 [2022-10-04 16:23:06,644]  -------------------------- PASSED -------------------------- 
 [2022-10-04 16:23:06,644] Addresses - Step 19: Verify Country is correctly displayed
 [2022-10-04 16:23:06,718]  -------------------------- PASSED -------------------------- 
 [2022-10-04 16:23:06,719] Addresses - Step 20: Verify State/province is correctly displayed
 [2022-10-04 16:23:06,798]  -------------------------- PASSED -------------------------- 
 [2022-10-04 16:23:06,798] Addresses - Step 21: Verify City is correctly displayed
 [2022-10-04 16:23:06,854]  -------------------------- PASSED -------------------------- 
 [2022-10-04 16:23:06,854] Addresses - Step 22: Verify Address 1 is correctly displayed
 [2022-10-04 16:23:06,954]  -------------------------- PASSED -------------------------- 
 [2022-10-04 16:23:06,955] Addresses - Step 23: Verify Address 2 is correctly displayed
 [2022-10-04 16:23:07,032]  -------------------------- PASSED -------------------------- 
 [2022-10-04 16:23:07,032] Addresses - Step 24: Verify Zip/postal is correctly displayed
 [2022-10-04 16:23:07,088]  -------------------------- PASSED -------------------------- 
 [2022-10-04 16:23:07,089] Addresses - Step 25: Verify phone number is correctly displayed
 [2022-10-04 16:23:07,172]  -------------------------- PASSED -------------------------- 
 [2022-10-04 16:23:07,172] Addresses - Step 26: Verify fax number is correctly displayed
 [2022-10-04 16:23:07,252]  -------------------------- PASSED -------------------------- 
 [2022-10-04 16:23:07,252] Addresses - Step 27: Click to MyAccount link
 [2022-10-04 16:23:07,954] OS name = windows 10
 [2022-10-04 16:23:07,954] Driver instance name = chromedriver: chrome on windows (85feeda52f658cb10064c89187fa4d14)
 [2022-10-04 16:25:04,482] Pre-Condition - Step 01: Open browse and navigate to Homepage
 [2022-10-04 16:25:10,353] Pre-Condition - Step 02: Navigate to Register page
 [2022-10-04 16:25:11,046] Pre-Condition - Step 03: Input to Firstname textbox with value: Automation
 [2022-10-04 16:25:11,271] Pre-Condition - Step 04: Input to Lastname textbox with value: FC
 [2022-10-04 16:25:11,460] Pre-Condition - Step 05: Input to Email textbox with value: automation9033@gmail.com
 [2022-10-04 16:25:11,689] Pre-Condition - Step 06: Input to Password textbox with value: 123456
 [2022-10-04 16:25:11,879] Pre-Condition - Step 07: Input to Confirm Password textbox with value: 123456
 [2022-10-04 16:25:12,065] Pre-Condition - Step 08: Click to Register button
 [2022-10-04 16:25:13,941] Pre-Condition - Step 09: Vefiry Register success message is displayed
 [2022-10-04 16:25:14,024]  -------------------------- PASSED -------------------------- 
 [2022-10-04 16:25:14,024] Pre-Condition - Step 10: Click to MyAccount link
 [2022-10-04 16:25:14,889] Addresses - Step 01: Open Addresses page
 [2022-10-04 16:25:15,609] Addresses - Step 02: Click to 'ADD NEW' button
 [2022-10-04 16:25:16,380] Addresses - Step 03: Input to Firstname textbox with value: Autotmation
 [2022-10-04 16:25:16,579] Addresses - Step 04: Input to Lastname textbox with value: FC
 [2022-10-04 16:25:16,766] Addresses - Step 05: Input to Email textbox with value: automationfc4810.vn@gmail.com
 [2022-10-04 16:25:17,062] Addresses - Step 06: Input to Company textbox with value: Automation FC
 [2022-10-04 16:25:17,260] Addresses - Step 07: Select Country dropdown with value: Viet Nam
 [2022-10-04 16:25:17,484] Addresses - Step 08: Select State/province dropdown with value: Other
 [2022-10-04 16:25:17,774] Addresses - Step 09: Input to City textbox with value: Da Nang
 [2022-10-04 16:25:17,967] Addresses - Step 10: Input to Address 1 textbox with value: 123/04 Le Lai
 [2022-10-04 16:25:18,173] Addresses - Step 11: Input to Address 2 textbox with value: 234/05 Hai Phong
 [2022-10-04 16:25:18,385] Addresses - Step 12: Input to Zip/postal code textbox with value: 550000
 [2022-10-04 16:25:18,584] Addresses - Step 13: Input to Phone number textbox with value: 0123456789
 [2022-10-04 16:25:18,776] Addresses - Step 14: Input to Fax number textbox with value: 0987654321
 [2022-10-04 16:25:18,977] Addresses - Step 15: Click to SAVE button
 [2022-10-04 16:25:19,816] Addresses - Step 16: Verify fullname is correctly displayed
 [2022-10-04 16:25:19,896]  -------------------------- PASSED -------------------------- 
 [2022-10-04 16:25:19,896] Addresses - Step 17: Verify email is correctly displayed
 [2022-10-04 16:25:19,976]  -------------------------- PASSED -------------------------- 
 [2022-10-04 16:25:19,976] Addresses - Step 18: Verify Company is correctly displayed
 [2022-10-04 16:25:20,053]  -------------------------- PASSED -------------------------- 
 [2022-10-04 16:25:20,053] Addresses - Step 19: Verify Country is correctly displayed
 [2022-10-04 16:25:20,130]  -------------------------- PASSED -------------------------- 
 [2022-10-04 16:25:20,130] Addresses - Step 20: Verify State/province is correctly displayed
 [2022-10-04 16:25:20,212]  -------------------------- PASSED -------------------------- 
 [2022-10-04 16:25:20,212] Addresses - Step 21: Verify City is correctly displayed
 [2022-10-04 16:25:20,264]  -------------------------- PASSED -------------------------- 
 [2022-10-04 16:25:20,265] Addresses - Step 22: Verify Address 1 is correctly displayed
 [2022-10-04 16:25:20,347]  -------------------------- PASSED -------------------------- 
 [2022-10-04 16:25:20,347] Addresses - Step 23: Verify Address 2 is correctly displayed
 [2022-10-04 16:25:20,425]  -------------------------- PASSED -------------------------- 
 [2022-10-04 16:25:20,425] Addresses - Step 24: Verify Zip/postal is correctly displayed
 [2022-10-04 16:25:20,500]  -------------------------- PASSED -------------------------- 
 [2022-10-04 16:25:20,500] Addresses - Step 25: Verify phone number is correctly displayed
 [2022-10-04 16:25:20,578]  -------------------------- PASSED -------------------------- 
 [2022-10-04 16:25:20,578] Addresses - Step 26: Verify fax number is correctly displayed
 [2022-10-04 16:25:20,656]  -------------------------- PASSED -------------------------- 
 [2022-10-04 16:25:20,656] Addresses - Step 27: Click to MyAccount link
 [2022-10-04 16:25:21,297] OS name = windows 10
 [2022-10-04 16:25:21,298] Driver instance name = chromedriver: chrome on windows (9377af7117b9fe9b5e7d259f26ef1648)
 [2022-10-04 16:40:06,418] Pre-Condition - Step 01: Open browse and navigate to Homepage
 [2022-10-04 16:40:12,123] Pre-Condition - Step 02: Navigate to Register page
 [2022-10-04 16:40:12,839] Pre-Condition - Step 03: Input to Firstname textbox with value: Automation
 [2022-10-04 16:40:13,053] Pre-Condition - Step 04: Input to Lastname textbox with value: FC
 [2022-10-04 16:40:13,251] Pre-Condition - Step 05: Input to Email textbox with value: automation665@gmail.com
 [2022-10-04 16:40:13,475] Pre-Condition - Step 06: Input to Password textbox with value: 123456
 [2022-10-04 16:40:13,663] Pre-Condition - Step 07: Input to Confirm Password textbox with value: 123456
 [2022-10-04 16:40:13,854] Pre-Condition - Step 08: Click to Register button
 [2022-10-04 16:40:15,679] Pre-Condition - Step 09: Vefiry Register success message is displayed
 [2022-10-04 16:40:15,776]  -------------------------- PASSED -------------------------- 
 [2022-10-04 16:40:15,777] Pre-Condition - Step 10: Click to MyAccount link
 [2022-10-04 16:40:16,464] ChangePassword - Step 01: Open Change password page
 [2022-10-04 16:40:17,131] ChangePassword - Step 02: Input to Old password textbox with value: 123456
 [2022-10-04 16:40:17,337] ChangePassword - Step 03: Input to New password textbox with value: 1234567
 [2022-10-04 16:40:17,532] ChangePassword - Step 04: Input to Confirm password textbox with value: 1234567
 [2022-10-04 16:40:17,719] ChangePassword - Step 05: Click to CHANGE PASSWORD button
 [2022-10-04 16:40:18,202] ChangePassword - Step 06: Verify change password success message is displayed
 [2022-10-04 16:40:18,308]  -------------------------- PASSED -------------------------- 
 [2022-10-04 16:40:18,308] ChangePassword - Step 07: Click Alert Message close button
 [2022-10-04 16:40:18,432] ChangePassword - Step 08: Click to Logout link
 [2022-10-04 16:40:20,209] ChangePassword - Step 09: Open Login page 
 [2022-10-04 16:40:20,795] ChangePassword - Step 10: Input to email textbox with value: automation665@gmail.com
 [2022-10-04 16:40:20,984] ChangePassword - Step 11: Input to password textbox with value: 123456
 [2022-10-04 16:40:21,159] ChangePassword - Step 12: Click to LOGIN button
 [2022-10-04 16:40:21,661] ChangePassword - Step 13: Verify unsuccessful message is displayed
 [2022-10-04 16:40:21,776]  -------------------------- PASSED -------------------------- 
 [2022-10-04 16:40:21,776] ChangePassword - Step 14: Input to email textbox with value: automation665@gmail.com
 [2022-10-04 16:40:21,966] ChangePassword - Step 15: Input to password textbox with value: 1234567
 [2022-10-04 16:40:22,138] ChangePassword - Step 16: Click to LOGIN button
 [2022-10-04 16:40:22,968] ChangePassword - Step 17: Verify MyAccount link is displayed
 [2022-10-04 16:40:23,050]  -------------------------- PASSED -------------------------- 
 [2022-10-04 16:40:23,051] ChangePassword - Step 18: Click to MyAccount link
 [2022-10-04 16:40:23,671] OS name = windows 10
 [2022-10-04 16:40:23,672] Driver instance name = chromedriver: chrome on windows (1bd6debe47c4bbd4509a5a178fe4f851)
 [2022-10-04 17:34:57,239] Pre-Condition - Step 01: Open browse and navigate to Homepage
 [2022-10-04 17:35:03,808] Pre-Condition - Step 02: Navigate to Register page
 [2022-10-04 17:35:04,527] Pre-Condition - Step 03: Input to Firstname textbox with value: Automation
 [2022-10-04 17:35:04,732] Pre-Condition - Step 04: Input to Lastname textbox with value: FC
 [2022-10-04 17:35:04,925] Pre-Condition - Step 05: Input to Email textbox with value: automation2829@gmail.com
 [2022-10-04 17:35:05,153] Pre-Condition - Step 06: Input to Password textbox with value: 123456
 [2022-10-04 17:35:05,341] Pre-Condition - Step 07: Input to Confirm Password textbox with value: 123456
 [2022-10-04 17:35:05,530] Pre-Condition - Step 08: Click to Register button
 [2022-10-04 17:35:07,416] Pre-Condition - Step 09: Vefiry Register success message is displayed
 [2022-10-04 17:35:07,504]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:35:07,504] Pre-Condition - Step 10: Click to MyAccount link
 [2022-10-04 17:35:08,280] MyProductReviews - Step 01: Click to Desktops link in Computer menu
 [2022-10-04 17:35:09,249] MyProductReviews - Step 02: Click to Build your own computer product
 [2022-10-04 17:35:10,665] MyProductReviews - Step 03: Click to ' Add your review' link
 [2022-10-04 17:35:11,286] MyProductReviews - Step 04: Input to Review title textbox with value: review title
 [2022-10-04 17:35:11,509] MyProductReviews - Step 05: Input to Review text textbox with value: review text
 [2022-10-04 17:35:41,906] OS name = windows 10
 [2022-10-04 17:35:41,906] Driver instance name = chromedriver: chrome on windows (de567eafea762271b0f38c0693b981ca)
 [2022-10-04 17:39:24,263] Pre-Condition - Step 01: Open browse and navigate to Homepage
 [2022-10-04 17:39:30,104] Pre-Condition - Step 02: Navigate to Register page
 [2022-10-04 17:39:30,836] Pre-Condition - Step 03: Input to Firstname textbox with value: Automation
 [2022-10-04 17:39:31,058] Pre-Condition - Step 04: Input to Lastname textbox with value: FC
 [2022-10-04 17:39:31,264] Pre-Condition - Step 05: Input to Email textbox with value: automation7606@gmail.com
 [2022-10-04 17:39:31,494] Pre-Condition - Step 06: Input to Password textbox with value: 123456
 [2022-10-04 17:39:31,686] Pre-Condition - Step 07: Input to Confirm Password textbox with value: 123456
 [2022-10-04 17:39:31,877] Pre-Condition - Step 08: Click to Register button
 [2022-10-04 17:39:33,628] Pre-Condition - Step 09: Vefiry Register success message is displayed
 [2022-10-04 17:39:33,713]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:39:33,713] Pre-Condition - Step 10: Click to MyAccount link
 [2022-10-04 17:39:34,403] MyProductReviews - Step 01: Click to Desktops link in Computer menu
 [2022-10-04 17:39:35,251] MyProductReviews - Step 02: Click to Build your own computer product
 [2022-10-04 17:39:36,574] MyProductReviews - Step 03: Click to ' Add your review' link
 [2022-10-04 17:39:37,219] MyProductReviews - Step 04: Input to Review title textbox with value: review title
 [2022-10-04 17:39:37,434] MyProductReviews - Step 05: Input to Review text textbox with value: review text
 [2022-10-04 17:39:37,643] MyProductReviews - Step 06: Click to 'SUBMIT REVIEW' button
 [2022-10-04 17:39:38,220] MyProductReviews - Step 07: Verify 'Product review is successfully added.' message is displayed
 [2022-10-04 17:39:38,327]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:39:38,327] MyProductReviews - Step 08: Click to MyAccount link
 [2022-10-04 17:39:38,851] MyProductReviews - Step 09: Open My product reviews page
 [2022-10-04 17:39:39,493] MyProductReviews - Step 10: Verify product review is displayed
 [2022-10-04 17:39:39,573]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:39:39,669]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:39:39,748]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:39:39,849] OS name = windows 10
 [2022-10-04 17:39:39,849] Driver instance name = chromedriver: chrome on windows (040aee7cfb2b93b6c63fee01c3ddbfd6)
 [2022-10-04 17:40:58,195] Pre-Condition - Step 01: Open browse and navigate to Homepage
 [2022-10-04 17:41:03,901] Pre-Condition - Step 02: Navigate to Register page
 [2022-10-04 17:41:04,656] Pre-Condition - Step 03: Input to Firstname textbox with value: Automation
 [2022-10-04 17:41:04,873] Pre-Condition - Step 04: Input to Lastname textbox with value: FC
 [2022-10-04 17:41:05,049] Pre-Condition - Step 05: Input to Email textbox with value: automation5654@gmail.com
 [2022-10-04 17:41:05,277] Pre-Condition - Step 06: Input to Password textbox with value: 123456
 [2022-10-04 17:41:05,466] Pre-Condition - Step 07: Input to Confirm Password textbox with value: 123456
 [2022-10-04 17:41:05,653] Pre-Condition - Step 08: Click to Register button
 [2022-10-04 17:41:06,917] Pre-Condition - Step 09: Vefiry Register success message is displayed
 [2022-10-04 17:41:07,012]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:41:07,012] Pre-Condition - Step 10: Click to MyAccount link
 [2022-10-04 17:41:07,934] CustomerInfo - Step 01: Open Customer Info page
 [2022-10-04 17:41:08,486] CustomerInfo - Step 02: Update Gender Checkbox with value: Male
 [2022-10-04 17:41:08,660] CustomerInfo - Step 03: Update first name textbox with value: Autotmation
 [2022-10-04 17:41:08,884] CustomerInfo - Step 04: Update last name textbox with value: FC
 [2022-10-04 17:41:09,074] CustomerInfo - Step 05: Update date of birth dropdown with value: 1/January/1999
 [2022-10-04 17:41:09,628] CustomerInfo - Step 06: Update email textbox with value: automationfc9042.vn@gmail.com
 [2022-10-04 17:41:09,865] CustomerInfo - Step 07: Update company textbox with value: Automation FC
 [2022-10-04 17:41:10,071] CustomerInfo - Step 08: Click to Save button
 [2022-10-04 17:41:10,860] CustomerInfo - Step 09: Verify gender checkbox is correctly displayed
 [2022-10-04 17:41:10,926]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:41:10,926] CustomerInfo - Step 10: Verify first name textbox is correctly displayed
 [2022-10-04 17:41:10,992]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:41:10,992] CustomerInfo - Step 11: Verify last name textbox is correctly displayed
 [2022-10-04 17:41:11,055]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:41:11,055] CustomerInfo - Step 12: Verify date of birth dropdown is correctly displayed
 [2022-10-04 17:41:11,195]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:41:11,347]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:41:12,435]  -------------------------- PASSED -------------------------- 
